,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
102,"So Am I","Ava Max",231946,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
103,"Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version","December Avenue",230972,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb
104,"On My Way","Alan Walker",230520,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
105,"bury a friend","Billie Eilish",229349,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
106,Happier,"Ed Sheeran",228614,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
107,"Lost In Japan","Shawn Mendes",226688,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
108,"Maikee's Letters","Just Hush",226623,https://open.spotify.com/track/0aEX0skifH9CAc8HXxShqk
109,"Kiss and Make Up","Dua Lipa",224978,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
110,"Ngayong Gabi","Al James",223149,https://open.spotify.com/track/5sLGYJOhLP197nmkaRMMEH
111,Akala,Marion,222911,https://open.spotify.com/track/6C3SKl8oJbfjfJBANhuQuu
112,"Love Shot",EXO,222778,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ
113,Sila,SUD,222285,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
114,"As If It's Your Last",BLACKPINK,219873,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
115,Hiling,"Mark Carpio",219845,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
116,"Super Far",LANY,215023,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
117,"Shape of My Heart","Backstreet Boys",214078,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
118,"Dating Tayo","TJ Monterde",213943,https://open.spotify.com/track/267RumTt5KeLBGl2KWxBL0
119,"Be Alright","Dean Lewis",212404,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
120,Sundo,Imago,212052,https://open.spotify.com/track/2OqQDFY4MgzkAoAZ67CscA
121,Lucky,"Jason Mraz",211677,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
122,"One and Only","Parokya Ni Edgar",210481,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
123,CROWN,"TOMORROW X TOGETHER",207709,https://open.spotify.com/track/32h6yQGn4oAhZ0HRsTMX26
124,"I'm Yours","Jason Mraz",207699,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
125,Photograph,"Ed Sheeran",207264,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
126,"no tears left to cry","Ariana Grande",207209,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
127,"Nandyan Agad Ako","Ex Battalion",206916,https://open.spotify.com/track/2SuTg9SbfgvHOqhZonuu1j
128,"Better Now","Post Malone",205326,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
129,"She Will Be Loved - Radio Mix","Maroon 5",204171,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
130,"when the party's over","Billie Eilish",203207,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
131,Pa-umaga,"Al James",201814,https://open.spotify.com/track/3U8MbjNAP56IrzpbEFn1qN
132,ILYSB,LANY,201385,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
133,Someday,Nina,200850,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
134,"Psycho (feat. Ty Dolla $ign)","Post Malone",200637,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
135,"This I Promise You",*NSYNC,200619,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
136,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""","Moira Dela Torre",200505,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT
137,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",197219,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
138,Happiness,"Rex Orange County",196467,https://open.spotify.com/track/2rXVtoLBHuXcNB5DVfIc9p
139,"ILYSB - STRIPPED",LANY,195271,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
140,Starving,"Hailee Steinfeld",193321,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
141,"You And Me",Lifehouse,192583,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
142,"Bohemian Rhapsody - Remastered 2011",Queen,191412,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
143,Stickwitu,"The Pussycat Dolls",190923,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
144,Tagu-Taguan,"Moira Dela Torre",190150,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
145,Closer,"The Chainsmokers",188496,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
146,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",187515,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
147,"So Sick",Ne-Yo,187406,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
148,"Last Hurrah","Bebe Rexha",186664,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy
149,"A Thousand Years","Christina Perri",184245,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
150,"all the good girls go to hell","Billie Eilish",184148,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
151,Sa'yo,"Silent Sanctuary",182623,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
152,"What Lovers Do","Maroon 5",180846,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g
153,Youngblood,"5 Seconds of Summer",180457,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
154,"Huling Sayaw - Acoustic",Kamikazee,180323,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
155,"Di Makatulog",SUD,179621,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
156,"Just the Way You Are","Bruno Mars",179128,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
157,"Your Song (My One and Only You)","Julie Anne San Jose",178766,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
158,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",176948,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
159,"Forever Young",BLACKPINK,176755,https://open.spotify.com/track/56bHclo7YNvpujMveLElQn
160,"BOOMBAYAH - KR Ver.",BLACKPINK,176605,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
161,"Magkunwari ('Di Man Tayo) [TODA One I Love Official Soundtrack]","December Avenue",176548,https://open.spotify.com/track/4yLc803i7qcWx4V2piWPH5
162,"Take A Bow - Main",Rihanna,176441,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
163,Iris,"The Goo Goo Dolls",176198,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
164,Rainbow,"South Border",175747,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
165,Undrunk,FLETCHER,175708,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d
166,"Capital Letters","Hailee Steinfeld",175106,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
167,"Old Town Road","Lil Nas X",173797,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
168,"The Bones","Maren Morris",173677,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL
169,"No New Friends",Sia,173651,https://open.spotify.com/track/3Y7a0typ6ik1KscmebXd6D
170,Mine,Bazzi,173615,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
171,"I Want It That Way","Backstreet Boys",173365,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
172,"I Don't Belong In This Club","Why Don't We",173080,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx
173,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",172904,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
174,"High Hopes","Panic! At The Disco",172461,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
175,"Never Not",Lauv,172431,https://open.spotify.com/track/4fFfyouye6vrX9o9z4PVMu
176,Self,Khalid,172230,https://open.spotify.com/track/29uWfSrklmIxzRIqFFK9jj
177,"Bleeding Love","Leona Lewis",171826,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
178,"That's What I Like","Bruno Mars",171411,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
179,Breakeven,"The Script",171096,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
180,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",171016,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
181,"Empty Space","James Arthur",170581,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe
182,"Kill This Love",BLACKPINK,170408,https://open.spotify.com/track/3VHrwffnUZFb7FidvPV3OA
183,"MIDDLE CHILD","J. Cole",169987,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
184,"Ipagpatawad Mo",Mayonnaise,169387,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
185,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",169303,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
186,Demonyo,"juan karlos",169127,https://open.spotify.com/track/1WXs4O7mBxXglHJPwYweHq
187,214,Rivermaya,168554,https://open.spotify.com/track/7gZ3kWNtIxFgxjsm5OTVMB
188,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",167929,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
189,"I Fall Apart","Post Malone",165934,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
190,Ex,Callalily,165402,https://open.spotify.com/track/7bkAr4WNoTuSjpuh1NRQjm
191,"Versace on the Floor","Bruno Mars",165366,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
192,"Lie To Me (feat. Julia Michaels)","5 Seconds of Summer",165279,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3
193,"Kills You Slowly","The Chainsmokers",165027,https://open.spotify.com/track/1Pz3QmQFBFuI60rxCQBeW6
194,13,LANY,164553,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
195,"Hanggang Kailan","Michael Pangilinan",163918,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
196,"Isang Araw","Kaye Cal",163760,https://open.spotify.com/track/4fxHK6mhA9vli9NjpBSbGi
197,"Before I Let You Go",Freestyle,163242,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
198,Prinsesa,6cyclemind,162883,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
199,Harana,"Parokya Ni Edgar",161833,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
200,"Psycho, Pt. 2",Russ,161688,https://open.spotify.com/track/26OhjtaTamFocE08t83ml6
