,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
21,Talk,Khalid,843931,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
22,Sucker,"Jonas Brothers",826753,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
23,"Kathang Isip",Ben&Ben,805229,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh
24,"Kahit Di Mo Alam","December Avenue",790312,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
25,2002,Anne-Marie,781532,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
26,"214 - From ""Alone/Together""","JM De Guzman",781510,https://open.spotify.com/track/0Fh6hgq979963fIxr2VBF2
27,"Ikaw At Ako","Moira Dela Torre",743509,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz
28,"Without Me",Halsey,722842,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
29,Happier,Marshmello,702021,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
30,"break up with your girlfriend, i'm bored","Ariana Grande",701915,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
31,"'Di Na Muli","Janine Teñoso",686197,https://open.spotify.com/track/3VQb0rq27GPX92X53Ni1Lc
32,Undecided,"Chris Brown",684953,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx
33,"Girls Like You (feat. Cardi B)","Maroon 5",643353,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
34,"Sweet but Psycho","Ava Max",636535,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
35,"Please Me","Cardi B",629573,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
36,"Beautiful (feat. Camila Cabello)",Bazzi,613435,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
37,"Here With Me",Marshmello,608353,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
38,"'Di Na Babalik","This Band",603376,https://open.spotify.com/track/5S4T2Pdr8qhetF3UhkwuMj
39,"Thru These Tears",LANY,589378,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk
40,"Who Do You Love","The Chainsmokers",579176,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
41,Weak,"Khel Pangilinan",549991,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3
42,"Kapit - From ""Alone / Together""","Armi Millare",528219,https://open.spotify.com/track/02GtNoUv85fOPEaCTlpYzr
43,Tagpuan,"Moira Dela Torre",520361,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
44,"My Bad",Khalid,518517,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5
45,Mundo,"IV Of Spades",509350,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8
46,"Thick And Thin",LANY,508252,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8
47,"달라달라 (DALLA DALLA)",ITZY,483636,https://open.spotify.com/track/0GU5GuJQQEnnREO2FxnVPT
48,"I Like Me Better",Lauv,483418,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
49,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",477352,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
50,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",474127,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
51,"Filipina Girl","Billy Crawford",387180,https://open.spotify.com/track/66ZVMnlIAvGM6NIZJ3xweN
52,"Pangako - Recorded at Kodama Studios, Philippines","Silent Sanctuary",377306,https://open.spotify.com/track/5CThcDR9mycL3TjNKQ2qFk
53,"Big Plans","Why Don't We",370235,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq
54,"Pasensya Ka Na","Silent Sanctuary",359187,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
55,"Kung Wala Ka",Hale,354229,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
56,"Naaalala Ka / Maging Sino Ka Man (Spotify Jams: OPM Love Songs - Recorded at Kodama Studios, Philippines)","Moira Dela Torre",353859,https://open.spotify.com/track/3efCao3RLbsz52LQ66o8Ac
57,comethru,"Jeremy Zucker",350140,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
58,CROWN,"TOMORROW X TOGETHER",348456,https://open.spotify.com/track/32h6yQGn4oAhZ0HRsTMX26
59,Tadhana,"Up Dharma Down",344797,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
60,"Say You Won't Let Go","James Arthur",336444,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
61,Sandali,Because,331894,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
62,"Bakit Ba Ikaw","Michael Pangilinan",330348,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
63,Dahan,"December Avenue",325581,https://open.spotify.com/track/6BxJLJw228OY5BFerPGl7z
64,"Eastside (with Halsey & Khalid)","benny blanco",325002,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
65,Migraine,Moonstar88,324621,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
66,IDGAF,"Dua Lipa",323269,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
67,Ex,Callalily,323231,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo
68,"Too Good At Goodbyes","Sam Smith",320488,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
69,Shallow,"Lady Gaga",310172,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
70,SOLO,JENNIE,309001,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj
71,Wow.,"Post Malone",301384,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
72,"Tell Me Where It Hurts",MYMP,296018,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
73,Nadarang,"Shanti Dope",294611,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
74,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",294529,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
75,"Ang Huling El Bimbo",Eraserheads,289681,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
76,"This Feeling","The Chainsmokers",289363,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
77,"You Are The Reason","Calum Scott",288917,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
78,"Sa Susunod Na Lang",PDL,288798,https://open.spotify.com/track/34ob61cxp34Sf7KHK6RnSU
79,Leaves,Ben&Ben,283416,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
80,"The Middle",Zedd,281553,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
81,"Oks Lang","John Roa",280501,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
82,"Kung Ayaw Mo Wag Mo - Recorded at Kodama Studios, Philippines","IV Of Spades",279919,https://open.spotify.com/track/0BEpSEV02FM1N5gcw2fsJC
83,"I Don't Wanna Love You Anymore",LANY,279375,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
84,Magbalik,Callalily,277398,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
85,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",276829,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
86,"Saturday Nights",Khalid,274158,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
87,"DDU-DU DDU-DU",BLACKPINK,269617,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw
88,Better,Khalid,265753,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
89,"Rewrite The Stars","Zac Efron",265025,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
90,"With a Smile","South Border",264879,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
91,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,260550,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
92,Perfect,"Ed Sheeran",258079,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
93,"Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version","December Avenue",257948,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb
94,"Midnight Sky","Unique Salonga",251313,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL
95,"There's No Way (feat. Julia Michaels)",Lauv,250777,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
96,"Don't Call Me Up",Mabel,250577,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
97,"wish you were gay","Billie Eilish",245221,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS
98,"Love Shot",EXO,243413,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ
99,"The Day You Said Goodnight",Hale,235804,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
100,"So Am I","Ava Max",234981,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
101,"Last Hurrah","Bebe Rexha",233096,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy
102,Akala,Marion,229111,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj
103,"Lost In Japan","Shawn Mendes",228586,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
104,Sila,SUD,228454,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
105,"Kiss and Make Up","Dua Lipa",227359,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
106,Happier,"Ed Sheeran",227343,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
107,"Ngayong Gabi","Al James",223976,https://open.spotify.com/track/5sLGYJOhLP197nmkaRMMEH
108,"Super Far",LANY,223926,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
109,"Let Me Down Slowly","Alec Benjamin",223314,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
110,Hiling,"Mark Carpio",222649,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
111,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""","Moira Dela Torre",222625,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT
112,"One and Only","Parokya Ni Edgar",219995,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
113,"Be Alright","Dean Lewis",219392,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
114,Ex,Callalily,218532,https://open.spotify.com/track/7bkAr4WNoTuSjpuh1NRQjm
115,Sundo,Imago,216946,https://open.spotify.com/track/2OqQDFY4MgzkAoAZ67CscA
116,"Dating Tayo","TJ Monterde",216800,https://open.spotify.com/track/267RumTt5KeLBGl2KWxBL0
117,"no tears left to cry","Ariana Grande",215187,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
118,"Con Calma","Daddy Yankee",214561,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
119,"Bohemian Rhapsody - Remastered 2011",Queen,214279,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
120,"As If It's Your Last",BLACKPINK,214017,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
121,Someday,Nina,212621,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
122,ILYSB,LANY,212092,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
123,"Shape of My Heart","Backstreet Boys",210976,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
124,"Maikee's Letters","Just Hush",207600,https://open.spotify.com/track/0aEX0skifH9CAc8HXxShqk
125,"Better Now","Post Malone",205262,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
126,Photograph,"Ed Sheeran",205100,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
127,Pa-umaga,"Al James",203173,https://open.spotify.com/track/3U8MbjNAP56IrzpbEFn1qN
128,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",202630,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
129,Tagu-Taguan,"Moira Dela Torre",202575,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
130,"She Will Be Loved - Radio Mix","Maroon 5",202083,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
131,"R.I.P. (feat. Rita Ora & Anitta)","Sofia Reyes",201863,https://open.spotify.com/track/6JqpFboOH2bq9pzaYbkKBn
132,Lucky,"Jason Mraz",201306,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
133,"MIDDLE CHILD","J. Cole",200357,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
134,"This I Promise You",*NSYNC,200203,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
135,Undrunk,FLETCHER,200150,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d
136,"You And Me",Lifehouse,199387,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
137,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",198159,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
138,"ILYSB - STRIPPED",LANY,197989,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
139,"Psycho (feat. Ty Dolla $ign)","Post Malone",196632,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
140,Stickwitu,"The Pussycat Dolls",193915,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
141,"I'm Yours","Jason Mraz",193606,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
142,"Nandyan Agad Ako","Ex Battalion",192364,https://open.spotify.com/track/2SuTg9SbfgvHOqhZonuu1j
143,"Huling Sayaw - Acoustic",Kamikazee,191589,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
144,Sa'yo,"Silent Sanctuary",190808,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
145,Starving,"Hailee Steinfeld",190712,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
146,"Your Song (My One and Only You)","Julie Anne San Jose",190535,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
147,"bury a friend","Billie Eilish",189041,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
148,"No New Friends",Sia,186430,https://open.spotify.com/track/3Y7a0typ6ik1KscmebXd6D
149,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",185368,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
150,"So Sick",Ne-Yo,185059,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
151,Closer,"The Chainsmokers",183889,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
152,"What Lovers Do","Maroon 5",183283,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g
153,"Magkunwari ('Di Man Tayo) [TODA One I Love Official Soundtrack]","December Avenue",183247,https://open.spotify.com/track/4yLc803i7qcWx4V2piWPH5
154,"A Thousand Years","Christina Perri",182720,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
155,Rainbow,"South Border",181071,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
156,"Nobody Knows",Russ,180600,https://open.spotify.com/track/1pNAf6W7POwjOD8x8mWf8G
157,"Di Makatulog",SUD,180416,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
158,"Dulo Ng Hangganan","IV Of Spades",180239,https://open.spotify.com/track/7h4W9blGxYCkKJ3dxPZ84j
159,Youngblood,"5 Seconds of Summer",179521,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
160,214,Rivermaya,178252,https://open.spotify.com/track/7gZ3kWNtIxFgxjsm5OTVMB
161,Amatz,"Shanti Dope",178190,https://open.spotify.com/track/59aZ0ioyVrmtdut1KfU5aT
162,Iris,"The Goo Goo Dolls",176476,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
163,"Capital Letters","Hailee Steinfeld",176114,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
164,"Empty Space","James Arthur",176036,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe
165,"Forever Young",BLACKPINK,175564,https://open.spotify.com/track/56bHclo7YNvpujMveLElQn
166,"Ipagpatawad Mo",Mayonnaise,175040,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
167,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",174480,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
168,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",174339,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
169,Demonyo,"juan karlos",173731,https://open.spotify.com/track/1WXs4O7mBxXglHJPwYweHq
170,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,173655,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
171,13,LANY,173620,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
172,"Lie To Me (feat. Julia Michaels)","5 Seconds of Summer",173578,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3
173,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",173498,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
174,"BOOMBAYAH - KR Ver.",BLACKPINK,171765,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
175,Mine,Bazzi,171648,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
176,"Take A Bow - Main",Rihanna,171563,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
177,"Hanggang Kailan","Michael Pangilinan",171497,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
178,"Bleeding Love","Leona Lewis",170716,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
179,"The Bones","Maren Morris",170293,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL
180,"I Want It That Way","Backstreet Boys",170216,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
181,"Before I Let You Go",Freestyle,169922,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
182,Breakeven,"The Script",169588,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
183,"SICKO MODE","Travis Scott",169539,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
184,imagine,"Ariana Grande",169023,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow
185,"Isang Araw","Kaye Cal",168885,https://open.spotify.com/track/4fxHK6mhA9vli9NjpBSbGi
186,"Just the Way You Are","Bruno Mars",168609,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
187,"That's What I Like","Bruno Mars",168193,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
188,"High Hopes","Panic! At The Disco",167711,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
189,"Bawat Kaluluwa","IV Of Spades",167705,https://open.spotify.com/track/2gnVqlNifLIGvinryubyG4
190,"Bagay Tayo",ALLMO$T,166726,https://open.spotify.com/track/3u9tIlAnygQGNJ5VuSvTfi
191,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",166687,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
192,Harana,"Parokya Ni Edgar",166683,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
193,Happiness,"Rex Orange County",166666,https://open.spotify.com/track/2rXVtoLBHuXcNB5DVfIc9p
194,"Out of My League","Stephen Speaks",166220,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
195,"Never Not",Lauv,166132,https://open.spotify.com/track/4fFfyouye6vrX9o9z4PVMu
196,Prinsesa,6cyclemind,165703,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
197,"Why Can't It Be","Kaye Cal",164914,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
198,"Huwag Na Huwag Mong Sasabihin",SUD,163275,https://open.spotify.com/track/3yLKvQB94z3o2kiaGuqbTP
199,"Ako Muna","Yeng Constantino",162507,https://open.spotify.com/track/5jLEQLkEU8Sb2fG5UQcwDM
200,"New Rules","Dua Lipa",161433,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
