,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
62,Wow.,"Post Malone",351106,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
63,"Big Plans","Why Don't We",349987,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq
64,Migraine,Moonstar88,342752,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
65,"Too Good At Goodbyes","Sam Smith",341990,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
66,"Bakit Ba Ikaw","Michael Pangilinan",341548,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
67,IDGAF,"Dua Lipa",336082,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
68,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",328319,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
69,Leaves,Ben&Ben,320945,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
70,Sandali,Because,319634,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
71,"DDU-DU DDU-DU",BLACKPINK,319240,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw
72,"Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version","December Avenue",316044,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb
73,"Ang Huling El Bimbo",Eraserheads,314603,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
74,"Oks Lang","John Roa",311386,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
75,Better,Khalid,307406,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
76,"Tell Me Where It Hurts",MYMP,306156,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
77,"bury a friend","Billie Eilish",302628,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
78,Magbalik,Callalily,302093,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
79,Dahan,"December Avenue",298103,https://open.spotify.com/track/6BxJLJw228OY5BFerPGl7z
80,"Pangako - Recorded at Kodama Studios, Philippines","Silent Sanctuary",294515,https://open.spotify.com/track/5CThcDR9mycL3TjNKQ2qFk
81,"With a Smile","South Border",291292,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
82,"Super Far",LANY,289936,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
83,"Midnight Sky","Unique Salonga",288216,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL
84,"The Middle",Zedd,287563,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
85,imagine,"Ariana Grande",286479,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow
86,365,Zedd,285681,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d
87,"214 - Recorded at Kodama Studios, Philippines","Sarah Geronimo",285604,https://open.spotify.com/track/4MmPXbZ5w141AoRUCjYfuF
88,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,285361,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
89,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",281880,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
90,NASA,"Ariana Grande",275860,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq
91,Akala,Marion,275459,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj
92,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,270090,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
93,Perfect,"Ed Sheeran",270026,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
94,"Rewrite The Stars","Zac Efron",264619,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
95,ILYSB,LANY,262011,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
96,Nadarang,"Shanti Dope",260838,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
97,"Bohemian Rhapsody - Remastered 2011",Queen,260578,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
98,"Kung Ayaw Mo Wag Mo - Recorded at Kodama Studios, Philippines","IV Of Spades",258956,https://open.spotify.com/track/0BEpSEV02FM1N5gcw2fsJC
99,Sila,SUD,258732,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
100,Happier,"Ed Sheeran",254870,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
101,"MIDDLE CHILD","J. Cole",251367,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
102,"One and Only","Parokya Ni Edgar",250994,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
103,"Lost In Japan","Shawn Mendes",248825,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
104,"As If It's Your Last",BLACKPINK,246507,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
105,"There's No Way (feat. Julia Michaels)",Lauv,246116,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
106,Hiling,"Mark Carpio",246091,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
107,"Saturday Nights",Khalid,243287,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
108,needy,"Ariana Grande",243011,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ
109,"no tears left to cry","Ariana Grande",241089,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
110,13,LANY,236924,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
111,Tagu-Taguan,"Moira Dela Torre",236871,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
112,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""","Moira Dela Torre",235238,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT
113,"Dulo Ng Hangganan","IV Of Spades",234035,https://open.spotify.com/track/7h4W9blGxYCkKJ3dxPZ84j
114,"Dating Tayo","TJ Monterde",233551,https://open.spotify.com/track/267RumTt5KeLBGl2KWxBL0
115,"Beautiful Girl - Recorded at Kodama Studios, Philippines",Ben&Ben,230723,https://open.spotify.com/track/2rSEuTXuRnGOHcU5JuoW13
116,Sundo,Imago,229553,https://open.spotify.com/track/2OqQDFY4MgzkAoAZ67CscA
117,"Be Alright","Dean Lewis",228815,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
118,"ILYSB - STRIPPED",LANY,227298,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
119,214,Rivermaya,226702,https://open.spotify.com/track/7gZ3kWNtIxFgxjsm5OTVMB
120,"The Day You Said Goodnight",Hale,225263,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
121,"Magkunwari ('Di Man Tayo) [TODA One I Love Official Soundtrack]","December Avenue",225036,https://open.spotify.com/track/4yLc803i7qcWx4V2piWPH5
122,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",224093,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
123,Someday,Nina,223358,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
124,Sa'yo,"Silent Sanctuary",223315,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
125,"Lie To Me (feat. Julia Michaels)","5 Seconds of Summer",222368,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3
126,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",220676,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
127,"Switch It Up",Lavaado,218885,https://open.spotify.com/track/0Xq3TsWq8bCm7myxpBm0rh
128,"11 Minutes (with Halsey feat. Travis Barker)",YUNGBLUD,215221,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4
129,"bad idea","Ariana Grande",214327,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg
130,"Forever Young",BLACKPINK,210990,https://open.spotify.com/track/56bHclo7YNvpujMveLElQn
131,"Last Hurrah","Bebe Rexha",210567,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy
132,bloodline,"Ariana Grande",208669,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX
133,"Di Makatulog",SUD,207697,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
134,"Better Now","Post Malone",206907,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
135,"Think About You",Kygo,206607,https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P
136,"What Lovers Do","Maroon 5",206502,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g
137,"Don't Call Me Up",Mabel,206116,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
138,comethru,"Jeremy Zucker",206042,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
139,"SICKO MODE","Travis Scott",204290,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
140,"Shape of My Heart","Backstreet Boys",203279,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
141,Demonyo,"juan karlos",203067,https://open.spotify.com/track/1WXs4O7mBxXglHJPwYweHq
142,"Let Me Down Slowly","Alec Benjamin",202496,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
143,"Huling Sayaw - Acoustic",Kamikazee,202173,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
144,"She Will Be Loved - Radio Mix","Maroon 5",200190,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
145,"This I Promise You",*NSYNC,199754,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
146,Photograph,"Ed Sheeran",199469,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
147,"Ikaw Ang Aking Mahal - Recorded at Kodama Studios, Philippines","juan karlos",198663,https://open.spotify.com/track/3UVmcKKagaUqqruhrnyOiA
148,"Con Calma","Daddy Yankee",197442,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
149,"You And Me",Lifehouse,197136,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
150,Lucky,"Jason Mraz",196551,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
151,"Ruin My Life","Zara Larsson",196047,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
152,Pa-umaga,"Al James",195742,https://open.spotify.com/track/3U8MbjNAP56IrzpbEFn1qN
153,Stickwitu,"The Pussycat Dolls",195554,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
154,"I'm Yours","Jason Mraz",195358,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
155,"Eroplanong Papel","December Avenue",193030,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
156,"Hanggang Kailan","Michael Pangilinan",192972,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
157,"BOOMBAYAH - KR Ver.",BLACKPINK,190907,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
158,"High Hopes","Panic! At The Disco",189697,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
159,"The Day You Said Goodnight - Acoustic Version",Hale,189590,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
160,"So Sick",Ne-Yo,189087,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
161,"Valentine's Day",LANY,189049,https://open.spotify.com/track/2juRA8DhQePry4eb2LMUMM
162,Rainbow,"South Border",188309,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
163,"A Thousand Years","Christina Perri",187666,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
164,"Psycho (feat. Ty Dolla $ign)","Post Malone",187644,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
165,"Bones (feat. OneRepublic)",Galantis,185862,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv
166,"Ipagpatawad Mo",Mayonnaise,185456,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
167,"Kung Akin Ang Mundo","Erik Santos",185262,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
168,"If You See Her",LANY,183840,https://open.spotify.com/track/3coUcc0CDAHz2QwdP7Pee8
169,Youngblood,"5 Seconds of Summer",181317,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
170,"Isang Araw","Kaye Cal",181314,https://open.spotify.com/track/4fxHK6mhA9vli9NjpBSbGi
171,"Freaky Friday (feat. Chris Brown)","Lil Dicky",181262,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
172,"Maikee's Letters","Just Hush",181244,https://open.spotify.com/track/0aEX0skifH9CAc8HXxShqk
173,"Your Song (My One and Only You)","Julie Anne San Jose",181234,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
174,Iris,"The Goo Goo Dolls",180121,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
175,"Filipina Girl","Billy Crawford",179979,https://open.spotify.com/track/0HYmOF3tCkYejosr1HTMhV
176,Hericane,LANY,179333,https://open.spotify.com/track/4bU5xCQQiURmotfz9ohUNo
177,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,179220,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
178,Closer,"The Chainsmokers",179169,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
179,"Ngayong Gabi","Al James",179129,https://open.spotify.com/track/5sLGYJOhLP197nmkaRMMEH
180,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",178851,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
181,"Take A Bow - Main",Rihanna,178644,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
182,"Capital Letters","Hailee Steinfeld",177714,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
183,Harana,"Parokya Ni Edgar",177688,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
184,"Bleeding Love","Leona Lewis",177523,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
185,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",177406,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
186,Kundiman,"Silent Sanctuary",176783,https://open.spotify.com/track/0087fDVeNhuyMtST91RMjv
187,"Why Can't It Be","Kaye Cal",176536,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
188,Spoliarium,Eraserheads,176397,https://open.spotify.com/track/0I5Z0p0cLWdyJNC6sqMTwD
189,Mine,Bazzi,176287,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
190,Prinsesa,6cyclemind,176011,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
191,Starving,"Hailee Steinfeld",174816,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
192,"Huwag Na Huwag Mong Sasabihin",SUD,173916,https://open.spotify.com/track/3yLKvQB94z3o2kiaGuqbTP
193,"I Want It That Way","Backstreet Boys",173410,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
194,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",173071,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
195,"Before I Let You Go",Freestyle,172407,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
196,"'Di Na Muli",Itchyworms,172383,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
197,"Taking Me Back",LANY,172116,https://open.spotify.com/track/6A9mMKHYdeUJGvQDKChC0C
198,"Out of My League","Stephen Speaks",171471,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
199,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")","Dua Lipa",171138,https://open.spotify.com/track/5600nq7TiBraBX2jobyJ3l
200,"New Rules","Dua Lipa",170942,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
