,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
39,"You Are The Reason","Calum Scott",623621,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
40,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",584663,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
41,"Sweet but Psycho","Ava Max",563068,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
42,"This Feeling","The Chainsmokers",562687,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
43,"Missin You Crazy",Russ,549179,https://open.spotify.com/track/4ve2uzqdwnHr20G5YgMMqr
44,"I Don't Wanna Love You Anymore",LANY,538339,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
45,Better,Khalid,535547,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
46,"I Like Me Better",Lauv,526667,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
47,"Kiss and Make Up","Dua Lipa",512084,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
48,"8 Letters","Why Don't We",507181,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
49,"Saturday Nights",Khalid,457599,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
50,"bury a friend","Billie Eilish",437231,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
51,"Say You Won't Let Go","James Arthur",418728,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
52,"Dulo Ng Hangganan","IV Of Spades",401196,https://open.spotify.com/track/7h4W9blGxYCkKJ3dxPZ84j
53,"Pasensya Ka Na","Silent Sanctuary",396009,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
54,Dalaga,ALLMO$T,382723,https://open.spotify.com/track/6fWTVk29yvFEqE5VY6Gslk
55,"Too Good At Goodbyes","Sam Smith",382306,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
56,"Kung Wala Ka",Hale,378655,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
57,Tadhana,"Up Dharma Down",373780,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
58,Anino,"Up Dharma Down",373268,https://open.spotify.com/track/4KmkG7fVe8bNBUpCbKCdJQ
59,Ours,Ben&Ben,367579,https://open.spotify.com/track/2Bb9MjP3gY9oaUXXJLFDVi
60,"DDU-DU DDU-DU",BLACKPINK,367375,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw
61,IDGAF,"Dua Lipa",363255,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
62,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,360908,https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B
63,"Bakit Ba Ikaw","Michael Pangilinan",355412,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
64,"Lie To Me (feat. Julia Michaels)","5 Seconds of Summer",351178,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3
65,"Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version","December Avenue",346439,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb
66,"High Hopes","Panic! At The Disco",342973,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
67,Narcissist,"No Rome",342050,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp
68,Sila,SUD,338174,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
69,Migraine,Moonstar88,337256,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
70,Hiling,"Mark Carpio",336608,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
71,"The Middle",Zedd,329747,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
72,Hope,"The Chainsmokers",324115,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5
73,"Oks Lang","John Roa",323366,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
74,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",319707,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
75,"MIDDLE CHILD","J. Cole",317263,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
76,Leaves,Ben&Ben,310842,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
77,"Rewrite The Stars","Zac Efron",304800,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
78,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,302368,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
79,"Midnight Sky","Unique Salonga",301610,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL
80,"As If It's Your Last",BLACKPINK,300070,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
81,Perfect,"Ed Sheeran",294333,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
82,"Switch It Up",Lavaado,293867,https://open.spotify.com/track/0Xq3TsWq8bCm7myxpBm0rh
83,Magbalik,Callalily,289814,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
84,"With a Smile","South Border",289302,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
85,"Di Makatulog",SUD,288499,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
86,Tagu-Taguan,"Moira Dela Torre",286735,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
87,Shallow,"Lady Gaga",285160,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
88,Sandali,Because,284789,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
89,Akala,Marion,282430,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj
90,"Be Alright","Dean Lewis",280409,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
91,"Ang Huling El Bimbo",Eraserheads,278126,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
92,"Tell Me Where It Hurts",MYMP,277378,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
93,"no tears left to cry","Ariana Grande",275315,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
94,"Thick And Thin",LANY,274734,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8
95,Happier,"Ed Sheeran",272423,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
96,"Bohemian Rhapsody - Remastered 2011",Queen,271461,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
97,imagine,"Ariana Grande",266223,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
98,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")","Dua Lipa",264032,https://open.spotify.com/track/5600nq7TiBraBX2jobyJ3l
99,"One and Only","Parokya Ni Edgar",263997,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
100,"Forever Young",BLACKPINK,254013,https://open.spotify.com/track/56bHclo7YNvpujMveLElQn
101,Nadarang,"Shanti Dope",253395,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
102,"SICKO MODE","Travis Scott",252763,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
103,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",248036,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
104,"Lost In Japan","Shawn Mendes",245712,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
105,214,Rivermaya,243636,https://open.spotify.com/track/7gZ3kWNtIxFgxjsm5OTVMB
106,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""","Moira Dela Torre",243519,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT
107,"There's No Way (feat. Julia Michaels)",Lauv,232412,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
108,"Big Plans","Why Don't We",230937,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq
109,Someday,Nina,230631,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
110,"BOOMBAYAH - KR Ver.",BLACKPINK,229312,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
111,"Better Now","Post Malone",228673,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
112,Sa'yo,"Silent Sanctuary",228026,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
113,"Dating Tayo","TJ Monterde",227976,https://open.spotify.com/track/267RumTt5KeLBGl2KWxBL0
114,"What Lovers Do","Maroon 5",227929,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g
115,"Super Far",LANY,227772,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
116,"Kung Akin Ang Mundo","Erik Santos",223955,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
117,Someday,"Leanne & Naara",223376,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP
118,"Let Me Down Slowly","Alec Benjamin",220994,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
119,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",219512,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
120,Sundo,Imago,216302,https://open.spotify.com/track/2OqQDFY4MgzkAoAZ67CscA
121,"Someone You Loved","Lewis Capaldi",214923,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
122,"Ruin My Life","Zara Larsson",212676,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
123,Stickwitu,"The Pussycat Dolls",212392,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
124,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",210165,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
125,Photograph,"Ed Sheeran",209677,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
126,comethru,"Jeremy Zucker",206676,https://open.spotify.com/track/6fFTPGGItuEpjwXRUIr4rk
127,"A Thousand Years","Christina Perri",205892,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
128,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",205004,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
129,ILYSB,LANY,204867,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
130,"YES or YES",TWICE,204825,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP
131,"Anxiety (with Selena Gomez)","Julia Michaels",203937,https://open.spotify.com/track/1XJ93XskwJf7PCyIVLbNBt
132,Youngblood,"5 Seconds of Summer",203285,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
133,"This I Promise You",*NSYNC,203004,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
134,"Huling Sayaw - Acoustic",Kamikazee,202636,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
135,"Eroplanong Papel","December Avenue",202105,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
136,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",201801,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
137,"ILYSB - STRIPPED",LANY,200504,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
138,"She Will Be Loved - Radio Mix","Maroon 5",199689,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
139,Starving,"Hailee Steinfeld",199544,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
140,"So Sick",Ne-Yo,199361,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
141,Closer,"The Chainsmokers",199087,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
142,"Psycho (feat. Ty Dolla $ign)","Post Malone",198652,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
143,Demonyo,"juan karlos",198412,https://open.spotify.com/track/1WXs4O7mBxXglHJPwYweHq
144,"Capital Letters","Hailee Steinfeld",198253,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
145,"The Day You Said Goodnight - Acoustic Version",Hale,198207,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
146,"Freaky Friday (feat. Chris Brown)","Lil Dicky",197159,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
147,"The Day You Said Goodnight",Hale,197144,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
148,"Hanggang Kailan","Michael Pangilinan",197105,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
149,"Shape of My Heart","Backstreet Boys",196016,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
150,"You And Me",Lifehouse,195847,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
151,"Look Back At It","A Boogie Wit da Hoodie",193007,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
152,Lucky,"Jason Mraz",190756,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
153,"Fire On Fire - From ""Watership Down""","Sam Smith",190425,https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND
154,"when the party's over","Billie Eilish",190083,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
155,"Take A Bow - Main",Rihanna,188799,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
156,"Giant (with Rag'n'Bone Man)","Calvin Harris",187668,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
157,"I'm Yours","Jason Mraz",187392,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
158,"New Rules","Dua Lipa",186851,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
159,"Love Shot",EXO,185454,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ
160,breathin,"Ariana Grande",184011,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
161,Mine,Bazzi,182542,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
162,"Why Can't It Be","Kaye Cal",182396,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
163,"I'm a Mess","Bebe Rexha",182241,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
164,"Your Song (My One and Only You)","Julie Anne San Jose",182155,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
165,Rainbow,"South Border",180874,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
166,Iris,"The Goo Goo Dolls",180791,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
167,Sino,"Unique Salonga",180407,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
168,"Happy Now",Zedd,179335,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
169,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,177705,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
170,"Out of My League","Stephen Speaks",177402,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
171,"Treat You Better","Shawn Mendes",177347,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
172,"Ipagpatawad Mo",Mayonnaise,177009,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
173,"Before I Let You Go",Freestyle,175640,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
174,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,175371,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
175,"Bleeding Love","Leona Lewis",175229,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
176,"That's What I Like","Bruno Mars",174957,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
177,13,LANY,174764,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
178,"Miss Independent",Ne-Yo,173731,https://open.spotify.com/track/34ceTg8ChN5HjrqiIYCn9Q
179,"Wake Up in the Sky","Gucci Mane",172094,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
180,"Isang Araw","Kaye Cal",171224,https://open.spotify.com/track/4fxHK6mhA9vli9NjpBSbGi
181,Harana,"Parokya Ni Edgar",170986,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
182,"Huwag Na Huwag Mong Sasabihin",SUD,170957,https://open.spotify.com/track/3yLKvQB94z3o2kiaGuqbTP
183,"Foolish Heart",Nina,170155,https://open.spotify.com/track/0pzEVarX9S2ZFYZFhefZhU
184,"What is Love?",TWICE,170038,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
185,"Ngayong Gabi","Al James",169940,https://open.spotify.com/track/5sLGYJOhLP197nmkaRMMEH
186,Prinsesa,6cyclemind,169873,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
187,Breakeven,"The Script",169730,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
188,"In My Blood","Shawn Mendes",169069,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH
189,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",168316,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
190,"Maikee's Letters","Just Hush",168260,https://open.spotify.com/track/0aEX0skifH9CAc8HXxShqk
191,"Havana (feat. Young Thug)","Camila Cabello",167895,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
192,"Young Dumb & Broke",Khalid,167286,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
193,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",166279,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
194,"BBoom BBoom",MOMOLAND,164912,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
195,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",164765,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
196,"Ako Muna","Yeng Constantino",164632,https://open.spotify.com/track/5jLEQLkEU8Sb2fG5UQcwDM
197,"a lot","21 Savage",164492,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
198,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",163767,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
199,"Finesse - Remix; feat. Cardi B","Bruno Mars",163519,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
200,Pa-umaga,"Al James",163123,https://open.spotify.com/track/3U8MbjNAP56IrzpbEFn1qN
