,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
94,"One and Only","Parokya Ni Edgar",274798,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
95,"bad idea","Ariana Grande",267816,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg
96,Sila,SUD,267099,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
97,Happier,"Ed Sheeran",262565,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
98,"Saturday Nights",Khalid,261488,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
99,Dahan,"December Avenue",260503,https://open.spotify.com/track/6BxJLJw228OY5BFerPGl7z
100,"As If It's Your Last",BLACKPINK,260066,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
101,"Lost In Japan","Shawn Mendes",259979,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
102,bloodline,"Ariana Grande",259688,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX
103,"Super Far",LANY,259195,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
104,Nadarang,"Shanti Dope",258851,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
105,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""","Moira Dela Torre",256323,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT
106,Hiling,"Mark Carpio",255133,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
107,"Kapit - From ""Alone / Together""","Armi Millare",252424,https://open.spotify.com/track/02GtNoUv85fOPEaCTlpYzr
108,"There's No Way (feat. Julia Michaels)",Lauv,249592,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
109,"Bohemian Rhapsody - Remastered 2011",Queen,249315,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
110,"Pangako - Recorded at Kodama Studios, Philippines","Silent Sanctuary",247586,https://open.spotify.com/track/5CThcDR9mycL3TjNKQ2qFk
111,"Lie To Me (feat. Julia Michaels)","5 Seconds of Summer",246648,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3
112,"no tears left to cry","Ariana Grande",246240,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
113,Tagu-Taguan,"Moira Dela Torre",244449,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
114,"MIDDLE CHILD","J. Cole",241070,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
115,"Dating Tayo","TJ Monterde",240798,https://open.spotify.com/track/267RumTt5KeLBGl2KWxBL0
116,ILYSB,LANY,240613,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
117,214,Rivermaya,239679,https://open.spotify.com/track/7gZ3kWNtIxFgxjsm5OTVMB
118,Someday,Nina,238630,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
119,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",238364,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
120,"Kung Akin Ang Mundo","Erik Santos",237691,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
121,Sundo,Imago,236972,https://open.spotify.com/track/2OqQDFY4MgzkAoAZ67CscA
122,Sa'yo,"Silent Sanctuary",235885,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
123,"Be Alright","Dean Lewis",235348,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
124,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",234654,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
125,"Switch It Up",Lavaado,230105,https://open.spotify.com/track/0Xq3TsWq8bCm7myxpBm0rh
126,"High Hopes","Panic! At The Disco",226985,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
127,"Bones (feat. OneRepublic)",Galantis,224527,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv
128,"Di Makatulog",SUD,222919,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
129,"Forever Young",BLACKPINK,222804,https://open.spotify.com/track/56bHclo7YNvpujMveLElQn
130,"Let Me Down Slowly","Alec Benjamin",221664,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
131,"ILYSB - STRIPPED",LANY,219372,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
132,"The Day You Said Goodnight",Hale,215773,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
133,"Magkunwari ('Di Man Tayo) [TODA One I Love Official Soundtrack]","December Avenue",214346,https://open.spotify.com/track/4yLc803i7qcWx4V2piWPH5
134,"This I Promise You",*NSYNC,213962,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
135,"Think About You",Kygo,213792,https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P
136,"Huling Sayaw - Acoustic",Kamikazee,212056,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
137,"Better Now","Post Malone",211859,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
138,"fake smile","Ariana Grande",211697,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ
139,"Shape of My Heart","Backstreet Boys",211464,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
140,Demonyo,"juan karlos",210106,https://open.spotify.com/track/1WXs4O7mBxXglHJPwYweHq
141,"What Lovers Do","Maroon 5",209850,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g
142,"SICKO MODE","Travis Scott",209611,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
143,"You And Me",Lifehouse,209528,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
144,Stickwitu,"The Pussycat Dolls",208712,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
145,13,LANY,208590,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
146,"The Day You Said Goodnight - Acoustic Version",Hale,208492,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
147,"Eroplanong Papel","December Avenue",208029,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
148,"11 Minutes (with Halsey feat. Travis Barker)",YUNGBLUD,208021,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4
149,"She Will Be Loved - Radio Mix","Maroon 5",204228,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
150,"Ruin My Life","Zara Larsson",203807,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
151,Someday,"Leanne & Naara",203199,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP
152,Photograph,"Ed Sheeran",202417,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
153,"BOOMBAYAH - KR Ver.",BLACKPINK,202137,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
154,"Ikaw Ang Aking Mahal - Recorded at Kodama Studios, Philippines","juan karlos",202042,https://open.spotify.com/track/3UVmcKKagaUqqruhrnyOiA
155,ghostin,"Ariana Grande",201419,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB
156,"A Thousand Years","Christina Perri",201072,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
157,"Hanggang Kailan","Michael Pangilinan",199808,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
158,"a lot","21 Savage",199226,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
159,"Mitsa (Salamat)",Ben&Ben,198640,https://open.spotify.com/track/7MP2p4bsW7lBGrg48oYSiA
160,"Your Song (My One and Only You)","Julie Anne San Jose",197136,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
161,comethru,"Jeremy Zucker",196354,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
162,"I'm Yours","Jason Mraz",193887,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
163,"Ipagpatawad Mo",Mayonnaise,193014,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
164,Rainbow,"South Border",192625,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
165,"So Sick",Ne-Yo,192541,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
166,Lucky,"Jason Mraz",192207,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
167,"Huwag Na Huwag Mong Sasabihin",SUD,191042,https://open.spotify.com/track/3yLKvQB94z3o2kiaGuqbTP
168,Starving,"Hailee Steinfeld",189960,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
169,"Why Can't It Be","Kaye Cal",189107,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
170,"Capital Letters","Hailee Steinfeld",188599,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
171,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",187886,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
172,"Psycho (feat. Ty Dolla $ign)","Post Malone",187513,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
173,"Isang Araw","Kaye Cal",186744,https://open.spotify.com/track/4fxHK6mhA9vli9NjpBSbGi
174,"Before I Let You Go",Freestyle,185592,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
175,"Take A Bow - Main",Rihanna,185534,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
176,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,185465,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
177,Closer,"The Chainsmokers",185092,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
178,Youngblood,"5 Seconds of Summer",184409,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
179,Iris,"The Goo Goo Dolls",183777,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
180,"Out of My League","Stephen Speaks",183411,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
181,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",182049,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
182,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",181912,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
183,"Freaky Friday (feat. Chris Brown)","Lil Dicky",181683,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
184,"Bleeding Love","Leona Lewis",181114,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
185,Pa-umaga,"Al James",181017,https://open.spotify.com/track/3U8MbjNAP56IrzpbEFn1qN
186,Prinsesa,6cyclemind,180959,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
187,Harana,"Parokya Ni Edgar",180803,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
188,"New Rules","Dua Lipa",179513,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
189,"'Di Na Muli",Itchyworms,179017,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
190,"YES or YES",TWICE,179002,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP
191,Mine,Bazzi,177595,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
192,Kundiman,"Silent Sanctuary",177283,https://open.spotify.com/track/0087fDVeNhuyMtST91RMjv
193,"Anxiety (with Selena Gomez)","Julia Michaels",175331,https://open.spotify.com/track/1XJ93XskwJf7PCyIVLbNBt
194,"Ngayong Gabi","Al James",175044,https://open.spotify.com/track/5sLGYJOhLP197nmkaRMMEH
195,"Ako Muna","Yeng Constantino",173555,https://open.spotify.com/track/5jLEQLkEU8Sb2fG5UQcwDM
196,"Treat You Better","Shawn Mendes",172898,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
197,"I Want It That Way","Backstreet Boys",171778,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
198,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",171541,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
199,"Love Shot",EXO,171022,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ
200,Anino,"Up Dharma Down",170997,https://open.spotify.com/track/4KmkG7fVe8bNBUpCbKCdJQ
